transaction_id,user_id,transaction_date,region,city,store_id,product_category,sale_amount,price,quantity,status,age,subscription,email,username,raw_timestamp
T00190,1005,2025-05-24,East,Pune,S101,Furniture,6805.77,,10,Pending,64,Standard,user190@example.com,user190,2025-05-24 12:59:04
T00191,1050,2025-06-03,North,Kolkata,S103,Sports,2961.62,854.13,2,Cancelled,19,Premium,user191@example.com,user191,2025-06-03 13:14:53
T00192,1077,2025-02-08,South,Pune,S101,Sports,9251.17,1735.93,5,,47,Premium,user192@example.com,user192,2025-02-08 11:35:24
T00193,1049,2025-08-10,West,Delhi,S104,Sports,7071.91,969.4,2,Completed,33,Premium,user193@example.com,user193,2025-08-10 12:45:50
T00194,1047,2025-11-21,West,Bengaluru,S101,Clothing,4736.5,813.67,8,Cancelled,64,Basic,user194@example.com,user194,2025-11-21 03:08:05
T00195,1066,2025-04-06,South,Bengaluru,S101,Electronics,6728.12,2183.35,6,Completed,54,Standard,user195@example.com,user195,2025-04-06 10:55:24
T00196,1011,2025-01-07,East,Chennai,S107,Furniture,4714.81,1494.64,3,Cancelled,35,Basic,user196@example.com,user196,2025-01-07 15:09:04
T00197,1062,2025-03-27,West,Pune,S105,Furniture,5111.12,2201.65,8,Pending,45,Premium,user197@example.com,user197,2025-03-27 04:19:00
T00198,1043,2025-07-22,South,Pune,S107,Sports,7480.29,1694.48,10,Pending,35,Basic,user198@example.com,user198,2025-07-22 19:44:12
T00199,1041,2025-09-03,North,Ahmedabad,S110,Furniture,11578.44,1605.21,6,,33,Basic,user199@example.com,user199,2025-09-03 11:07:59
T00200,1024,2025-10-16,West,Ahmedabad,S104,Grocery,11967.45,1039.01,5,Completed,42,Standard,user200@example.com,user200,2025-10-16 15:08:40
T00201,1092,2025-06-05,South,Kolkata,S102,Grocery,7938.09,1248.0,10,,53,Basic,user201@example.com,user201,2025-06-05 17:32:59
T00202,1047,2025-12-21,West,Bengaluru,S104,Sports,537.51,2120.59,6,Pending,57,Standard,user202@example.com,user202,2025-12-21 01:36:41
T00203,1043,2025-12-13,South,Bengaluru,S101,Electronics,11605.05,3251.38,5,Pending,48,Standard,user203@example.com,,2025-12-13 16:35:37
T00204,1051,2025-12-19,South,Chennai,S106,Electronics,5404.76,2897.42,8,Completed,34,Basic,,user204,2025-12-19 02:07:53
T00205,1027,2025-03-14,South,Pune,S108,Electronics,4182.49,1774.23,8,,36,Premium,user205@example.com,user205,2025-03-14 09:02:51
T00206,1083,2025-12-30,West,Chennai,S104,Books,10205.24,619.67,3,Pending,37,Standard,user206@example.com,user206,2025-12-30 13:29:14
T00207,1085,2025-07-27,South,Kolkata,S101,Sports,,3167.31,10,Pending,44,Standard,user207@example.com,user207,2025-07-27 13:24:00
T00208,1091,2025-12-27,West,Bengaluru,S109,Furniture,3412.3,1113.24,6,Cancelled,28,Basic,user208@example.com,user208,2025-12-27 03:16:42
T00209,1077,2025-09-08,South,Kolkata,S110,Electronics,7705.39,,6,Cancelled,45,Standard,user209@example.com,user209,2025-09-08 05:52:43
T00210,1076,2025-12-28,West,Chennai,S106,Electronics,11032.32,4013.04,4,Cancelled,23,Premium,user210@example.com,user210,2025-12-28 11:44:09
T00211,1074,2025-09-19,South,Kolkata,S103,Grocery,7197.47,1972.89,9,Pending,51,Premium,user211@example.com,user211,2025-09-19 15:18:08
T00212,1007,2025-04-06,North,Hyderabad,S108,Furniture,5466.91,1607.17,4,,51,Standard,user212@example.com,user212,2025-04-06 20:31:26
T00213,1057,2025-12-17,South,Chennai,S102,Books,8550.69,2484.04,1,Pending,34,Premium,user213@example.com,user213,2025-12-17 08:14:34
T00214,1096,2025-05-28,South,Bengaluru,S110,Electronics,5542.12,882.63,5,Cancelled,50,Premium,user214@example.com,user214,2025-05-28 23:28:34
T00215,1084,2025-04-22,East,Delhi,S101,Grocery,1318.76,4949.39,5,Cancelled,21,Basic,user215@example.com,user215,2025-04-22 03:49:51
T00216,1089,2025-05-02,North,Kolkata,S103,Books,8877.59,1088.9,3,Pending,29,Premium,user216@example.com,user216,2025-05-02 18:22:34
T00217,1091,2025-05-24,North,Delhi,S110,Clothing,2103.69,3004.45,9,Completed,24,Basic,user217@example.com,user217,2025-05-24 01:17:55
T00218,1032,2025-12-02,East,Pune,S104,Sports,10406.34,678.1,7,,25,Standard,user218@example.com,user218,2025-12-02 20:17:40
T00219,1099,2025-08-01,West,Kolkata,S109,Sports,998.64,1907.1,5,Cancelled,45,Basic,user219@example.com,user219,2025-08-01 10:37:00
T00220,1086,2025-02-17,North,Bengaluru,S109,Grocery,5555.55,3668.11,4,,29,Basic,user220@example.com,user220,2025-02-17 08:20:53
T00221,1073,2025-05-26,South,Pune,S101,Electronics,6977.41,1721.89,2,,17,Premium,,user221,2025-05-26 05:28:29
T00222,1089,2025-01-01,East,Delhi,S103,Clothing,5190.81,4959.6,2,Cancelled,32,Premium,user222@example.com,user222,2025-01-01 11:42:57
T00223,1040,2025-11-29,East,Kolkata,S102,Sports,4816.46,869.35,2,Completed,29,Basic,user223@example.com,user223,2025-11-29 02:08:37
T00224,1002,2025-04-26,North,Bengaluru,S107,Sports,5396.3,2621.25,3,,20,Premium,user224@example.com,user224,2025-04-26 12:05:46
T00225,1039,2025-02-22,East,Kolkata,S103,Sports,4473.98,560.85,3,Completed,49,Standard,user225@example.com,user225,2025-02-22 00:39:41
T00226,1081,2025-03-26,East,Kolkata,S110,Sports,8696.94,2228.49,8,Pending,21,Premium,user226@example.com,user226,2025-03-26 04:48:07
T00227,1055,2025-10-29,North,Chennai,S104,Clothing,4283.27,3663.55,2,Pending,51,Standard,user227@example.com,user227,2025-10-29 19:46:38
T00228,1085,2025-05-26,North,Mumbai,S109,Books,8316.67,,9,Pending,63,Basic,user228@example.com,user228,2025-05-26 09:41:03
T00229,1064,2025-05-03,West,Hyderabad,S106,Clothing,1441.65,2499.69,3,,52,Basic,user229@example.com,user229,2025-05-03 11:34:43
T00230,1099,2025-03-30,West,Hyderabad,S110,Electronics,,3825.49,1,Cancelled,29,Premium,user230@example.com,user230,2025-03-30 01:50:25
T00231,1099,2025-09-17,South,Kolkata,S107,Electronics,8580.29,1468.11,9,Pending,33,Premium,user231@example.com,user231,2025-09-17 09:05:32
T00232,1042,2025-04-15,South,Bengaluru,S105,Sports,1948.99,4872.85,7,Pending,19,Premium,user232@example.com,,2025-04-15 02:59:27
T00233,1040,2025-03-01,East,Bengaluru,S101,Sports,7345.11,2294.19,3,Completed,26,Basic,user233@example.com,user233,2025-03-01 11:33:33
T00234,1100,2025-05-13,North,Bengaluru,S101,Clothing,1610.47,876.47,7,Cancelled,49,Premium,user234@example.com,user234,2025-05-13 08:45:36
T00235,1047,2025-11-18,West,Ahmedabad,S110,Furniture,5516.85,431.5,6,Pending,32,Premium,user235@example.com,user235,2025-11-18 18:43:46
T00236,1006,2025-03-01,West,Mumbai,S101,Grocery,6155.02,1180.6,6,,25,Premium,user236@example.com,user236,2025-03-01 01:35:51
T00237,1054,2025-12-02,North,Delhi,S102,Books,3929.44,2125.88,6,Completed,48,Standard,user237@example.com,user237,2025-12-02 01:11:14
T00238,1009,2025-09-22,South,Delhi,S105,Clothing,11453.54,4908.0,2,,16,Basic,,user238,2025-09-22 06:18:36
T00239,1048,2025-06-05,South,Mumbai,S109,Furniture,2986.75,3710.9,3,Completed,42,Premium,user239@example.com,user239,2025-06-05 07:34:22
T00240,1043,2025-11-22,West,Kolkata,S105,Electronics,10538.66,4205.89,4,Pending,42,Basic,user240@example.com,user240,2025-11-22 01:09:45
T00241,1067,2025-05-24,South,Pune,S108,Sports,11063.17,510.48,2,Completed,48,Premium,user241@example.com,user241,2025-05-24 20:52:25
T00242,1085,2025-02-08,East,Mumbai,S105,Clothing,841.17,2979.88,6,,60,Standard,user242@example.com,user242,2025-02-08 10:20:28
T00243,1018,2025-05-20,West,Chennai,S102,Furniture,11328.3,1206.38,8,,36,Basic,user243@example.com,user243,2025-05-20 03:34:22
T00244,1016,2025-04-17,West,Chennai,S105,Sports,5613.82,2286.99,10,Completed,29,Basic,user244@example.com,user244,2025-04-17 04:05:45
T00245,1007,2025-05-08,North,Delhi,S103,Electronics,4815.31,4843.58,7,,51,Standard,user245@example.com,user245,2025-05-08 17:15:06
T00246,1016,2025-08-25,West,Hyderabad,S104,Furniture,9546.34,554.44,4,,39,Standard,user246@example.com,user246,2025-08-25 20:41:05
T00247,1010,2025-10-26,West,Bengaluru,S104,Sports,11017.4,,8,Pending,21,Basic,user247@example.com,user247,2025-10-26 03:02:29
T00248,1093,2025-01-26,South,Ahmedabad,S101,Grocery,6929.22,881.55,7,Pending,38,Premium,user248@example.com,user248,2025-01-26 05:17:17
T00249,1080,2025-08-17,East,Delhi,S108,Grocery,512.33,4422.95,9,,19,Premium,user249@example.com,user249,2025-08-17 08:24:08
T00250,1068,2025-08-03,East,Hyderabad,S107,Sports,10627.36,1037.32,6,,50,Basic,user250@example.com,user250,2025-08-03 11:58:36
T00251,1004,2025-09-15,North,Mumbai,S101,Clothing,3318.18,1641.94,1,,49,Basic,user251@example.com,user251,2025-09-15 18:14:10
T00252,1069,2025-02-21,West,Mumbai,S110,Grocery,2969.72,1276.89,6,Pending,27,Premium,user252@example.com,user252,2025-02-21 18:20:51
T00253,1091,2025-12-24,North,Chennai,S110,Furniture,,1825.98,8,Cancelled,27,Basic,user253@example.com,user253,2025-12-24 01:05:03
T00254,1062,2025-04-30,West,Pune,S110,Furniture,337.14,3028.23,3,Cancelled,61,Premium,user254@example.com,user254,2025-04-30 10:03:01
T00255,1100,2025-03-17,West,Pune,S102,Clothing,11014.97,2953.72,7,Completed,37,Basic,,user255,2025-03-17 10:08:10
T00256,1084,2025-08-12,North,Chennai,S109,Sports,11531.88,3969.62,10,Cancelled,30,Standard,user256@example.com,user256,2025-08-12 18:52:11
T00257,1017,2025-07-13,East,Hyderabad,S110,Grocery,8293.13,1568.77,10,Completed,27,Standard,user257@example.com,user257,2025-07-13 10:58:51
T00258,1064,2025-11-10,East,Pune,S102,Furniture,6830.05,1143.43,6,Cancelled,26,Standard,user258@example.com,user258,2025-11-10 02:52:45
T00259,1058,2025-12-10,West,Delhi,S104,Furniture,10651.18,3213.56,2,Cancelled,32,Premium,user259@example.com,user259,2025-12-10 23:00:03
T00260,1022,2025-07-17,South,Ahmedabad,S107,Clothing,5093.87,2219.19,9,,22,Basic,user260@example.com,user260,2025-07-17 18:41:48
T00261,1005,2025-12-18,North,Hyderabad,S106,Clothing,5470.32,1166.63,2,Completed,37,Premium,user261@example.com,,2025-12-18 12:10:46
T00262,1012,2025-02-08,North,Ahmedabad,S101,Grocery,10787.68,2757.88,3,,26,Premium,user262@example.com,user262,2025-02-08 03:21:13
T00263,1094,2025-04-08,North,Delhi,S105,Furniture,6693.94,2075.94,2,Completed,41,Standard,user263@example.com,user263,2025-04-08 17:53:31
T00264,1012,2025-03-20,North,Ahmedabad,S104,Electronics,145.41,319.8,1,Pending,26,Standard,user264@example.com,user264,2025-03-20 09:05:30
T00265,1063,2025-03-01,North,Bengaluru,S109,Grocery,4829.86,1576.35,3,Cancelled,40,Basic,user265@example.com,user265,2025-03-01 05:28:02
T00266,1035,2025-05-15,West,Chennai,S102,Electronics,3234.47,,6,,64,Standard,user266@example.com,user266,2025-05-15 07:35:03
T00267,1069,2025-07-18,South,Mumbai,S108,Clothing,5081.72,4101.11,2,,61,Premium,user267@example.com,user267,2025-07-18 16:36:57
T00268,1080,2025-09-22,East,Bengaluru,S108,Furniture,8162.67,4012.23,3,Pending,28,Premium,user268@example.com,user268,2025-09-22 01:27:05
T00269,1081,2025-12-16,East,Delhi,S106,Sports,11967.5,2205.2,2,Completed,40,Standard,user269@example.com,user269,2025-12-16 12:35:20
T00270,1002,2025-05-22,South,Bengaluru,S107,Furniture,11014.23,2622.46,3,Completed,22,Standard,user270@example.com,user270,2025-05-22 03:50:18
T00271,1034,2025-10-02,South,Ahmedabad,S110,Books,10546.93,4406.67,8,Completed,27,Basic,user271@example.com,user271,2025-10-02 12:09:39
T00272,1051,2025-11-08,North,Mumbai,S101,Sports,4880.47,3420.02,8,Cancelled,39,Premium,,user272,2025-11-08 10:52:50
T00273,1090,2025-06-05,West,Mumbai,S103,Clothing,10129.87,1589.2,8,Cancelled,33,Standard,user273@example.com,user273,2025-06-05 13:38:41
T00274,1053,2025-02-15,South,Pune,S101,Books,2615.55,980.28,3,Completed,35,Standard,user274@example.com,user274,2025-02-15 16:25:08
T00275,1025,2025-09-26,East,Hyderabad,S104,Electronics,444.48,4402.7,8,Completed,39,Standard,user275@example.com,user275,2025-09-26 06:17:23
T00276,1016,2025-08-26,West,Mumbai,S106,Grocery,,2550.38,10,,27,Basic,user276@example.com,user276,2025-08-26 18:35:22
T00277,1096,2025-06-26,West,Delhi,S101,Grocery,10744.45,859.39,1,Pending,52,Premium,user277@example.com,user277,2025-06-26 07:41:14
T00278,1066,2025-12-13,West,Hyderabad,S108,Furniture,7853.89,1073.32,3,Completed,30,Basic,user278@example.com,user278,2025-12-13 19:51:19
T00279,1055,2025-12-31,South,Pune,S108,Clothing,7748.61,4836.77,4,,35,Standard,user279@example.com,user279,2025-12-31 16:52:39
T00280,1085,2025-07-23,North,Delhi,S105,Sports,187.44,2943.21,2,,20,Basic,user280@example.com,user280,2025-07-23 08:40:20
T00281,1084,2025-05-22,North,Mumbai,S103,Books,8562.02,1342.68,4,Completed,54,Basic,user281@example.com,user281,2025-05-22 21:20:43
T00282,1038,2025-03-13,North,Kolkata,S107,Grocery,7899.27,3620.35,1,Pending,37,Standard,user282@example.com,user282,2025-03-13 22:14:43
T00283,1086,2025-10-01,North,Delhi,S103,Sports,5761.25,3209.65,9,Pending,34,Premium,user283@example.com,user283,2025-10-01 15:08:47
T00284,1024,2025-05-13,North,Bengaluru,S104,Clothing,6752.48,3639.67,4,Cancelled,42,Basic,user284@example.com,user284,2025-05-13 11:16:37
T00285,1007,2025-05-31,West,Ahmedabad,S104,Books,1501.6,,2,,49,Basic,user285@example.com,user285,2025-05-31 13:03:55
T00286,1053,2025-03-19,South,Chennai,S106,Sports,2483.53,729.96,3,Completed,47,Basic,user286@example.com,user286,2025-03-19 20:11:20
T00287,1027,2025-11-21,East,Chennai,S108,Electronics,5479.43,337.17,3,,56,Basic,user287@example.com,user287,2025-11-21 12:27:30
T00288,1094,2025-07-16,North,Hyderabad,S106,Books,6452.01,73.11,4,Completed,59,Premium,user288@example.com,user288,2025-07-16 20:46:15
T00289,1017,2025-04-26,West,Kolkata,S109,Books,4197.76,3482.95,5,Pending,20,Premium,,user289,2025-04-26 09:18:29
T00290,1088,2025-09-24,East,Pune,S108,Clothing,4120.24,3002.03,4,Pending,41,Premium,user290@example.com,,2025-09-24 07:14:46
T00291,1065,2025-03-09,East,Bengaluru,S106,Sports,360.77,1095.39,1,,56,Basic,user291@example.com,user291,2025-03-09 17:39:03
T00292,1084,2025-11-01,West,Hyderabad,S102,Grocery,7977.44,4973.67,8,,23,Standard,user292@example.com,user292,2025-11-01 08:30:44
T00293,1002,2025-03-20,North,Kolkata,S102,Sports,8260.31,1067.2,9,Cancelled,55,Standard,user293@example.com,user293,2025-03-20 22:08:26
T00294,1037,2025-02-23,West,Bengaluru,S108,Furniture,7450.61,2582.34,10,Pending,65,Basic,user294@example.com,user294,2025-02-23 16:12:22
T00295,1071,2025-12-27,South,Mumbai,S108,Clothing,2008.45,2078.29,4,Completed,16,Standard,user295@example.com,user295,2025-12-27 02:58:07
T00296,1012,2025-10-21,West,Bengaluru,S105,Sports,1874.82,3361.66,4,,34,Basic,user296@example.com,user296,2025-10-21 14:03:06
T00297,1047,2025-03-31,North,Kolkata,S102,Electronics,10241.76,4377.0,1,Completed,24,Standard,user297@example.com,user297,2025-03-31 20:10:21
T00298,1035,2025-07-03,West,Pune,S106,Furniture,11465.56,4477.91,2,,41,Basic,user298@example.com,user298,2025-07-03 08:53:24
T00299,1084,2025-12-20,East,Bengaluru,S103,Sports,,4260.82,1,Pending,22,Basic,user299@example.com,user299,2025-12-20 18:30:51
T00300,1049,2025-10-19,North,Hyderabad,S103,Grocery,2257.0,3408.05,8,Completed,42,Basic,user300@example.com,user300,2025-10-19 01:04:16
T00301,1087,2025-12-02,East,Pune,S109,Books,8484.36,1605.48,10,Completed,43,Standard,user301@example.com,user301,2025-12-02 23:15:30
T00302,1020,2025-06-27,West,Hyderabad,S103,Books,7732.71,3335.37,8,,26,Premium,user302@example.com,user302,2025-06-27 15:20:15
T00303,1029,2025-06-19,South,Kolkata,S104,Electronics,699.17,4852.22,8,,52,Basic,user303@example.com,user303,2025-06-19 02:54:31
T00304,1096,2025-08-17,West,Bengaluru,S107,Grocery,11769.98,,1,Completed,21,Standard,user304@example.com,user304,2025-08-17 19:40:19
T00305,1059,2025-09-18,North,Pune,S101,Furniture,7889.69,2833.55,8,Cancelled,51,Standard,user305@example.com,user305,2025-09-18 19:30:45
T00306,1013,2025-12-03,East,Hyderabad,S106,Clothing,5485.14,1848.31,5,Cancelled,60,Premium,,user306,2025-12-03 01:57:10
T00307,1093,2025-09-10,South,Bengaluru,S105,Books,8630.59,745.22,4,Pending,23,Basic,user307@example.com,user307,2025-09-10 06:29:52
T00308,1054,2025-04-08,West,Bengaluru,S108,Grocery,1382.41,3598.1,10,Pending,47,Premium,user308@example.com,user308,2025-04-08 16:47:03
T00309,1062,2025-10-11,East,Chennai,S103,Electronics,10081.91,4679.78,7,Cancelled,48,Basic,user309@example.com,user309,2025-10-11 13:38:58
T00310,1044,2025-12-21,North,Ahmedabad,S103,Furniture,3355.79,3823.75,7,Cancelled,60,Standard,user310@example.com,user310,2025-12-21 10:45:47
T00311,1080,2025-10-11,North,Pune,S103,Sports,2490.58,3181.29,3,Cancelled,61,Premium,user311@example.com,user311,2025-10-11 11:35:30
T00312,1054,2025-10-26,North,Kolkata,S101,Books,8039.17,2874.66,2,Completed,40,Premium,user312@example.com,user312,2025-10-26 01:42:03
T00313,1037,2025-04-13,North,Chennai,S101,Sports,9447.83,1371.54,5,Pending,64,Standard,user313@example.com,user313,2025-04-13 01:22:52
T00314,1095,2025-08-20,East,Kolkata,S104,Books,10429.62,557.28,5,Completed,40,Basic,user314@example.com,user314,2025-08-20 13:50:43
T00315,1096,2025-06-10,North,Mumbai,S110,Grocery,740.25,4830.87,4,Cancelled,64,Standard,user315@example.com,user315,2025-06-10 17:47:38
T00316,1038,2025-04-11,South,Chennai,S102,Furniture,11575.05,3891.93,3,Completed,40,Premium,user316@example.com,user316,2025-04-11 13:17:35
T00317,1033,2025-05-16,West,Pune,S108,Sports,7049.43,693.83,3,Completed,25,Basic,user317@example.com,user317,2025-05-16 19:03:49
T00318,1063,2025-11-17,North,Bengaluru,S106,Books,7976.49,3097.26,4,Pending,49,Premium,user318@example.com,user318,2025-11-17 16:10:26
T00319,1029,2025-10-06,East,Pune,S106,Clothing,1194.15,2708.33,5,Pending,64,Standard,user319@example.com,,2025-10-06 16:30:35
T00320,1058,2025-11-29,East,Mumbai,S101,Sports,8060.37,93.58,6,,23,Basic,user320@example.com,user320,2025-11-29 08:34:46
T00321,1099,2025-05-25,North,Ahmedabad,S108,Electronics,6250.73,172.29,5,Pending,36,Standard,user321@example.com,user321,2025-05-25 02:06:10
T00322,1027,2025-10-03,East,Kolkata,S102,Furniture,,2689.37,9,,57,Premium,user322@example.com,user322,2025-10-03 23:43:09
T00323,1012,2025-01-13,West,Hyderabad,S103,Clothing,4047.41,,9,Completed,52,Premium,,user323,2025-01-13 08:26:24
T00324,1003,2025-08-19,South,Bengaluru,S109,Electronics,5253.0,3169.58,10,Completed,64,Standard,user324@example.com,user324,2025-08-19 18:02:44
T00325,1038,2025-02-07,North,Bengaluru,S105,Grocery,6083.76,1820.62,7,,58,Premium,user325@example.com,user325,2025-02-07 15:10:34
T00326,1070,2025-04-23,North,Chennai,S105,Sports,4752.81,725.09,6,Completed,51,Standard,user326@example.com,user326,2025-04-23 04:07:02
T00327,1071,2025-01-03,West,Delhi,S104,Sports,4789.57,2884.96,6,Pending,42,Standard,user327@example.com,user327,2025-01-03 16:09:10
T00328,1025,2025-04-05,West,Chennai,S110,Electronics,10033.51,1142.9,9,,57,Standard,user328@example.com,user328,2025-04-05 02:18:42
T00329,1075,2025-02-04,South,Pune,S106,Furniture,2449.27,1290.9,4,Completed,34,Standard,user329@example.com,user329,2025-02-04 02:57:12
T00330,1085,2025-06-12,North,Chennai,S110,Books,4007.32,2455.01,6,Cancelled,43,Premium,user330@example.com,user330,2025-06-12 00:20:15
T00331,1036,2025-04-24,North,Chennai,S106,Grocery,7725.98,3575.39,8,,38,Basic,user331@example.com,user331,2025-04-24 15:35:06
T00332,1036,2025-03-31,East,Mumbai,S105,Sports,1075.49,3245.48,2,Completed,17,Standard,user332@example.com,user332,2025-03-31 20:01:52
T00333,1028,2025-10-25,West,Delhi,S109,Books,9253.48,2915.56,8,Pending,39,Basic,user333@example.com,user333,2025-10-25 07:57:49
T00334,1060,2025-10-29,West,Kolkata,S106,Books,3562.89,3679.47,1,Pending,55,Standard,user334@example.com,user334,2025-10-29 05:48:32
T00335,1073,2025-03-13,East,Ahmedabad,S106,Electronics,2231.83,2258.79,4,,30,Premium,user335@example.com,user335,2025-03-13 08:23:14
T00336,1047,2025-01-22,South,Ahmedabad,S108,Electronics,6262.83,3359.5,1,Cancelled,22,Standard,user336@example.com,user336,2025-01-22 16:40:53
T00337,1070,2025-05-21,East,Kolkata,S107,Clothing,3233.46,4182.62,10,Completed,49,Basic,user337@example.com,user337,2025-05-21 12:58:14
T00338,1045,2025-09-22,South,Ahmedabad,S110,Electronics,9825.12,2058.92,9,Pending,44,Premium,user338@example.com,user338,2025-09-22 07:04:32
T00339,1021,2025-11-26,North,Bengaluru,S104,Grocery,1887.86,1440.01,6,Completed,46,Standard,user339@example.com,user339,2025-11-26 15:30:13
T00340,1003,2025-10-30,East,Hyderabad,S103,Books,10017.04,848.17,10,Pending,24,Standard,,user340,2025-10-30 16:02:57
T00341,1024,2025-10-21,South,Hyderabad,S105,Electronics,2079.46,776.98,4,,54,Basic,user341@example.com,user341,2025-10-21 15:10:14
T00342,1099,2025-07-30,East,Delhi,S103,Sports,9555.93,,6,,54,Standard,user342@example.com,user342,2025-07-30 02:14:24
T00343,1067,2025-07-17,South,Chennai,S110,Electronics,297.1,704.46,3,,55,Standard,user343@example.com,user343,2025-07-17 01:56:50
T00344,1062,2025-09-30,East,Hyderabad,S107,Books,1498.45,2541.48,7,Cancelled,18,Standard,user344@example.com,user344,2025-09-30 16:27:14
T00345,1076,2025-09-04,West,Kolkata,S103,Clothing,,3958.3,8,Pending,21,Basic,user345@example.com,user345,2025-09-04 19:56:34
T00346,1096,2025-07-29,West,Bengaluru,S109,Electronics,165.09,1326.13,7,Pending,60,Basic,user346@example.com,user346,2025-07-29 13:23:06
T00347,1034,2025-03-21,South,Pune,S110,Clothing,7065.91,2159.05,7,Pending,42,Standard,user347@example.com,user347,2025-03-21 17:30:11
T00348,1040,2025-07-09,North,Kolkata,S103,Sports,5856.75,2817.51,2,Pending,44,Standard,user348@example.com,,2025-07-09 05:06:13
T00349,1071,2025-09-18,West,Chennai,S107,Sports,4127.41,2032.78,1,Completed,25,Basic,user349@example.com,user349,2025-09-18 19:27:05
T00350,1078,2025-02-02,West,Kolkata,S107,Books,4512.94,1352.31,9,Cancelled,61,Standard,user350@example.com,user350,2025-02-02 01:49:52
T00351,1026,2025-03-31,North,Mumbai,S101,Books,5323.77,3219.44,9,Pending,55,Premium,user351@example.com,user351,2025-03-31 21:02:23
T00352,1012,2025-05-03,North,Kolkata,S106,Sports,11710.19,3292.34,7,,53,Premium,user352@example.com,user352,2025-05-03 16:00:47
T00353,1037,2025-12-27,North,Pune,S105,Furniture,1172.97,389.66,10,Pending,45,Basic,user353@example.com,user353,2025-12-27 18:00:16
T00354,1010,2025-03-31,North,Pune,S102,Books,1366.93,2065.32,5,Cancelled,60,Basic,user354@example.com,user354,2025-03-31 12:36:30
T00355,1059,2025-05-05,South,Hyderabad,S108,Electronics,11538.74,3799.49,5,Completed,40,Standard,user355@example.com,user355,2025-05-05 07:43:44
T00356,1046,2025-04-28,West,Delhi,S104,Clothing,5007.87,4010.8,2,,59,Standard,user356@example.com,user356,2025-04-28 10:04:35
T00357,1074,2025-04-02,North,Chennai,S104,Grocery,4307.1,2408.95,4,Pending,63,Premium,,user357,2025-04-02 08:13:14
T00358,1046,2025-04-14,East,Bengaluru,S102,Electronics,10052.38,4182.96,8,Completed,64,Standard,user358@example.com,user358,2025-04-14 01:54:30
T00359,1074,2025-07-10,North,Ahmedabad,S103,Books,5958.85,3122.3,5,,30,Standard,user359@example.com,user359,2025-07-10 04:03:33
T00360,1065,2025-08-05,North,Kolkata,S103,Grocery,6535.14,2417.68,2,,36,Standard,user360@example.com,user360,2025-08-05 00:00:43
T00361,1047,2025-04-18,North,Chennai,S109,Clothing,1298.9,,4,Cancelled,46,Standard,user361@example.com,user361,2025-04-18 10:23:11
T00362,1097,2025-09-13,North,Pune,S107,Clothing,5087.21,2148.52,8,Pending,52,Premium,user362@example.com,user362,2025-09-13 18:43:14
T00363,1072,2025-02-21,South,Kolkata,S104,Furniture,9668.64,3618.04,3,,16,Premium,user363@example.com,user363,2025-02-21 13:31:08
T00364,1063,2025-11-19,North,Delhi,S109,Books,8674.67,2609.18,1,,22,Standard,user364@example.com,user364,2025-11-19 05:03:13
T00365,1058,2025-05-11,North,Delhi,S106,Clothing,7595.36,2408.87,9,Cancelled,38,Premium,user365@example.com,user365,2025-05-11 13:07:22
T00366,1074,2025-12-14,East,Delhi,S106,Clothing,2467.6,4817.43,9,,65,Standard,user366@example.com,user366,2025-12-14 14:56:05
T00367,1019,2025-07-15,East,Pune,S107,Sports,5618.65,3087.64,10,,20,Premium,user367@example.com,user367,2025-07-15 05:21:14
T00368,1035,2025-06-10,South,Delhi,S108,Clothing,,1618.55,10,,42,Premium,user368@example.com,user368,2025-06-10 05:54:01
T00369,1096,2025-03-06,West,Mumbai,S103,Grocery,7978.07,3652.47,2,Completed,20,Basic,user369@example.com,user369,2025-03-06 17:03:01
T00370,1014,2025-07-23,North,Chennai,S102,Sports,11952.56,2643.71,7,Cancelled,30,Premium,user370@example.com,user370,2025-07-23 23:18:28
T00371,1022,2025-11-17,West,Hyderabad,S106,Clothing,6368.23,675.74,8,,50,Basic,user371@example.com,user371,2025-11-17 17:28:08
T00372,1059,2025-12-24,South,Delhi,S106,Grocery,7130.89,2719.47,9,Pending,21,Basic,user372@example.com,user372,2025-12-24 09:23:26
T00373,1067,2025-05-14,East,Pune,S105,Grocery,225.61,820.8,9,Completed,60,Basic,user373@example.com,user373,2025-05-14 15:19:00
T00374,1001,2025-08-09,North,Mumbai,S107,Books,7204.34,3999.93,7,,31,Premium,,user374,2025-08-09 22:47:41
T00375,1011,2025-07-19,South,Mumbai,S109,Books,2725.05,4150.71,5,Cancelled,57,Standard,user375@example.com,user375,2025-07-19 17:51:17
T00376,1018,2025-07-31,North,Bengaluru,S108,Books,914.72,980.6,8,Cancelled,60,Standard,user376@example.com,user376,2025-07-31 15:12:20
T00377,1003,2025-01-10,East,Bengaluru,S105,Clothing,11639.62,803.14,3,,62,Premium,user377@example.com,,2025-01-10 07:05:09
T00378,1040,2025-01-08,South,Pune,S108,Sports,4168.76,2493.22,1,Cancelled,21,Premium,user378@example.com,user378,2025-01-08 01:17:49
T00379,1025,2025-07-20,North,Kolkata,S101,Electronics,5694.75,403.35,4,,65,Basic,user379@example.com,user379,2025-07-20 07:47:02
T00380,1067,2025-04-12,East,Ahmedabad,S107,Sports,9274.85,,5,Cancelled,26,Standard,user380@example.com,user380,2025-04-12 23:02:47
