order_id,user_id,product_id,category,region,city,priority,status,quantity,base_price,price,amount,order_date,old_name,email
10212,1407.0,P842,Books,East,Bhubaneswar,Low,Completed,2,4901.5,4901.5,9803.0,2025-11-02,User_212,user212@example.com
10213,1298.0,P591,Furniture,West,Pune,Low,Cancelled,10,2930.41,2930.41,29304.1,2025-11-14,User_213,user213@example.com
10214,1056.0,P295,Electronics,West,Mumbai,Medium,Pending,4,254.7,254.7,1018.8,2025-08-03,User_214,user214@example.com
10215,1471.0,P582,Books,South,Bengaluru,Low,Completed,4,2110.85,2110.85,8443.4,2025-12-28,User_215,user215@example.com
10216,1244.0,P638,Groceries,South,Chennai,Medium,Completed,4,2848.35,2848.35,11393.4,2025-08-24,User_216,user216@example.com
10217,1348.0,P758,Books,East,Patna,Medium,Cancelled,6,3411.76,3411.76,20470.56,2025-09-05,User_217,user217@example.com
10218,1498.0,P404,Clothing,South,Hyderabad,Low,Completed,5,2834.62,2834.62,14173.1,2025-12-20,User_218,user218@example.com
10219,1407.0,P838,Clothing,West,Pune,Medium,Completed,8,1809.14,1809.14,14473.12,2025-10-21,User_219,user219@example.com
10220,1148.0,P143,Clothing,West,Pune,Low,Completed,6,4777.58,4777.58,28665.48,2025-06-27,User_220,user220@example.com
10221,1423.0,P651,Clothing,West,Ahmedabad,Low,Cancelled,5,3761.96,3761.96,18809.8,2025-05-20,User_221,user221@example.com
10222,1025.0,P785,Sports,South,Hyderabad,High,Cancelled,10,3730.37,3730.37,37303.7,2025-04-30,User_222,user222@example.com
10223,1348.0,P889,Furniture,North,Delhi,High,Cancelled,7,1718.44,1718.44,12029.08,2025-03-22,User_223,user223@example.com
10224,1493.0,P394,Clothing,West,Ahmedabad,Medium,Cancelled,8,2439.5,2439.5,19516.0,2025-01-31,User_224,user224@example.com
10225,1435.0,P138,Furniture,North,Lucknow,Medium,Completed,10,1237.88,1237.88,12378.8,2025-01-19,User_225,user225@example.com
10226,1474.0,P396,Electronics,West,Pune,High,Pending,3,4689.38,4689.38,14068.14,2025-10-18,User_226,user226@example.com
10227,1268.0,P605,Furniture,North,Chandigarh,Low,Pending,5,2326.31,2326.31,11631.55,2025-05-20,User_227,user227@example.com
10228,1131.0,P835,Furniture,South,Hyderabad,High,Cancelled,6,896.22,896.22,5377.32,2025-06-22,User_228,user228@example.com
10229,1459.0,P515,Groceries,East,Patna,Low,Pending,4,959.93,959.93,3839.72,2025-02-14,User_229,user229@example.com
10230,1165.0,P354,Electronics,West,Ahmedabad,Medium,Pending,2,1005.43,1005.43,2010.86,2025-05-01,User_230,user230@example.com
10231,1005.0,P367,Books,West,Pune,Medium,Cancelled,6,1579.53,1579.53,9477.18,2025-05-01,User_231,user231@example.com
10232,1351.0,P614,Books,North,Lucknow,Medium,Cancelled,2,2380.44,2380.44,4760.88,2025-03-02,User_232,user232@example.com
10233,1244.0,P256,Groceries,East,Bhubaneswar,Low,Cancelled,10,1182.16,1182.16,11821.6,2025-07-11,User_233,user233@example.com
10234,1410.0,P780,Furniture,West,Ahmedabad,High,Cancelled,9,4572.7,4572.7,41154.3,2025-11-02,User_234,user234@example.com
10235,1469.0,P677,Electronics,North,Lucknow,High,Cancelled,8,2688.05,2688.05,21504.4,2025-09-16,User_235,user235@example.com
10236,1266.0,P552,Electronics,South,Chennai,Low,Completed,9,834.28,834.28,7508.52,2025-10-26,User_236,user236@example.com
10237,1067.0,P625,Groceries,West,Mumbai,Medium,Cancelled,9,2282.87,2282.87,20545.83,2025-01-30,User_237,user237@example.com
10238,1418.0,P103,Books,West,Ahmedabad,High,Cancelled,5,3644.07,3644.07,18220.35,2025-02-07,User_238,user238@example.com
10239,1030.0,P170,Groceries,North,Chandigarh,High,Pending,6,3531.89,3531.89,21191.34,2025-07-29,User_239,user239@example.com
10240,1229.0,P990,Groceries,South,Hyderabad,Medium,Completed,7,1934.86,1934.86,13544.02,2025-12-16,User_240,user240@example.com
10241,1201.0,P641,Furniture,South,Chennai,Low,Completed,6,681.3,681.3,4087.8,2025-01-02,User_241,user241@example.com
10242,1272.0,P488,Furniture,North,Chandigarh,High,Pending,8,3400.15,3400.15,27201.2,2025-06-27,User_242,user242@example.com
10243,1057.0,P132,Books,South,Bengaluru,Medium,Cancelled,4,4693.31,4693.31,18773.24,2025-01-09,User_243,user243@example.com
10244,1306.0,P788,Books,South,Hyderabad,High,Completed,2,594.39,594.39,1188.78,2025-01-23,User_244,user244@example.com
10245,1397.0,P157,Furniture,West,Pune,Low,Pending,4,2744.82,2744.82,10979.28,2025-04-30,User_245,user245@example.com
10246,1121.0,P409,Furniture,East,Patna,Low,Cancelled,10,3885.44,3885.44,38854.4,2025-04-24,User_246,user246@example.com
10247,1450.0,P852,Furniture,West,Pune,Low,Cancelled,5,398.69,398.69,1993.45,2025-08-07,User_247,user247@example.com
10248,1402.0,P637,Clothing,West,Mumbai,Low,Pending,6,4713.77,4713.77,28282.62,2025-07-29,User_248,user248@example.com
10249,1123.0,P969,Furniture,South,Bengaluru,Medium,Cancelled,7,1001.01,1001.01,7007.07,2025-03-15,User_249,user249@example.com
10250,1271.0,P237,Groceries,West,Mumbai,High,Pending,9,2122.12,2122.12,19099.08,2025-04-15,User_250,user250@example.com
10251,1047.0,P648,Books,East,Patna,High,Completed,2,4618.91,4618.91,9237.82,2025-05-18,User_251,user251@example.com
10252,1096.0,P923,Sports,West,Ahmedabad,Low,Cancelled,10,3054.32,3054.32,30543.2,2025-10-14,User_252,user252@example.com
10253,1489.0,P115,Furniture,South,Bengaluru,High,Cancelled,4,4360.42,4360.42,17441.68,2025-03-02,User_253,user253@example.com
10254,1122.0,P665,Clothing,West,Mumbai,Medium,Pending,10,3548.47,3548.47,35484.7,2025-08-27,User_254,user254@example.com
10255,1238.0,P200,Books,East,Bhubaneswar,Medium,Pending,5,1862.26,1862.26,9311.3,2025-04-15,User_255,user255@example.com
10256,1379.0,P249,Electronics,East,Bhubaneswar,Medium,Cancelled,7,324.01,324.01,2268.07,2025-10-27,User_256,user256@example.com
10257,1291.0,P953,Furniture,West,Pune,Medium,Cancelled,3,1061.34,1061.34,3184.02,2025-12-02,User_257,user257@example.com
10258,1251.0,P571,Furniture,East,Bhubaneswar,Low,Pending,8,4835.89,4835.89,38687.12,2025-03-28,User_258,user258@example.com
10259,1277.0,P757,Electronics,South,Chennai,Low,Completed,9,2492.75,2492.75,22434.75,2025-02-08,User_259,user259@example.com
10260,1034.0,P824,Furniture,North,Delhi,High,Completed,7,773.71,773.71,5415.97,2025-09-16,User_260,user260@example.com
10261,1315.0,P594,Books,West,Pune,Medium,Completed,1,3127.39,3127.39,3127.39,2025-01-04,User_261,user261@example.com
10262,1500.0,P393,Electronics,West,Mumbai,Low,Cancelled,1,2694.15,2694.15,2694.15,2025-12-12,User_262,user262@example.com
10263,1123.0,P296,Sports,West,Mumbai,Low,Pending,2,4598.44,4598.44,9196.88,2025-07-01,User_263,user263@example.com
10264,1289.0,P349,Books,East,Bhubaneswar,High,Pending,2,1927.95,1927.95,3855.9,2025-12-17,User_264,user264@example.com
10265,1282.0,P587,Electronics,North,Lucknow,Low,Completed,1,558.15,558.15,558.15,2025-12-26,User_265,user265@example.com
10266,1169.0,P679,Electronics,South,Hyderabad,Low,Completed,8,4242.12,4242.12,33936.96,2025-04-28,User_266,user266@example.com
10267,1038.0,P800,Clothing,South,Chennai,Low,Cancelled,10,2429.95,2429.95,24299.5,2025-12-03,User_267,user267@example.com
10268,1073.0,P870,Books,North,Delhi,Medium,Completed,6,176.72,176.72,1060.32,2025-06-03,User_268,user268@example.com
10269,1346.0,P653,Clothing,South,Chennai,Medium,Cancelled,4,2876.81,2876.81,11507.24,2025-03-13,User_269,user269@example.com
10270,1429.0,P177,Clothing,North,Lucknow,Low,Cancelled,6,363.11,363.11,2178.66,2025-11-01,User_270,user270@example.com
10271,1230.0,P602,Furniture,West,Pune,Medium,Cancelled,1,3207.2,3207.2,3207.2,2025-07-12,User_271,user271@example.com
10272,1316.0,P402,Furniture,West,Mumbai,Low,Completed,10,3337.29,3337.29,33372.9,2025-02-12,User_272,user272@example.com
10273,1378.0,P498,Clothing,East,Kolkata,Medium,Completed,7,3587.22,3587.22,25110.54,2025-02-16,User_273,user273@example.com
10274,1067.0,P189,Furniture,North,Chandigarh,Medium,Pending,8,1863.6,1863.6,14908.8,2025-10-13,User_274,user274@example.com
10275,1305.0,P712,Clothing,West,Mumbai,Medium,Completed,1,539.13,539.13,539.13,2025-05-30,User_275,user275@example.com
10276,1500.0,P348,Sports,West,Pune,Low,Completed,2,3651.73,3651.73,7303.46,2025-12-17,User_276,user276@example.com
10277,1074.0,P164,Furniture,West,Mumbai,Medium,Pending,3,1417.7,1417.7,4253.1,2025-08-04,User_277,user277@example.com
10278,1369.0,P740,Groceries,East,Bhubaneswar,Low,Cancelled,2,1869.51,1869.51,3739.02,2025-04-11,User_278,user278@example.com
10279,1170.0,P961,Sports,West,Mumbai,Medium,Pending,3,1592.82,1592.82,4778.46,2025-08-14,User_279,user279@example.com
10280,1485.0,P811,Furniture,East,Bhubaneswar,Medium,Pending,10,767.01,767.01,7670.1,2025-04-01,User_280,user280@example.com
10281,1495.0,P689,Furniture,West,Pune,Medium,Pending,5,3700.88,3700.88,18504.4,2025-05-24,User_281,user281@example.com
10282,1279.0,P284,Books,West,Pune,Low,Completed,2,4667.13,4667.13,9334.26,2025-08-25,User_282,user282@example.com
10283,1434.0,P914,Groceries,South,Bengaluru,Low,Pending,5,4173.28,4173.28,20866.4,2025-03-13,User_283,user283@example.com
10284,1404.0,P486,Electronics,East,Kolkata,Medium,Cancelled,5,3327.45,3327.45,16637.25,2025-09-03,User_284,user284@example.com
10285,1214.0,P656,Electronics,West,Ahmedabad,Medium,Cancelled,9,4625.13,4625.13,41626.17,2025-10-02,User_285,user285@example.com
10286,1331.0,P727,Electronics,North,Delhi,Low,Cancelled,4,3322.25,3322.25,13289.0,2025-12-13,User_286,user286@example.com
10287,1113.0,P622,Books,West,Pune,Low,Cancelled,7,619.13,619.13,4333.91,2025-10-25,User_287,user287@example.com
10288,1301.0,P807,Sports,South,Bengaluru,High,Pending,6,2016.56,2016.56,12099.36,2025-01-13,User_288,user288@example.com
10289,1059.0,P951,Books,West,Mumbai,High,Pending,5,2138.28,2138.28,10691.4,2025-06-09,User_289,user289@example.com
10290,1049.0,P548,Books,East,Bhubaneswar,Low,Pending,4,2653.46,2653.46,10613.84,2025-06-13,User_290,user290@example.com
10291,1434.0,P451,Books,North,Chandigarh,High,Cancelled,1,4069.91,4069.91,4069.91,2025-03-26,User_291,user291@example.com
10292,1218.0,P573,Furniture,South,Chennai,Medium,Cancelled,3,2804.36,2804.36,8413.08,2025-04-05,User_292,user292@example.com
10293,1452.0,P302,Groceries,South,Chennai,Low,Pending,7,2038.35,2038.35,14268.45,2025-07-19,User_293,user293@example.com
10294,1414.0,P915,Electronics,North,Lucknow,Low,Completed,4,1108.34,1108.34,4433.36,2025-10-02,User_294,user294@example.com
10295,1343.0,P983,Groceries,South,Bengaluru,Low,Cancelled,6,1065.66,1065.66,6393.96,2025-06-10,User_295,user295@example.com
10296,1432.0,P568,Sports,West,Ahmedabad,High,Cancelled,7,2976.32,2976.32,20834.24,2025-12-28,User_296,user296@example.com
10297,1060.0,P344,Clothing,East,Patna,High,Completed,10,515.28,515.28,5152.8,2025-07-11,User_297,user297@example.com
10298,1196.0,P533,Furniture,South,Chennai,Medium,Cancelled,7,2149.37,2149.37,15045.59,2025-10-03,User_298,user298@example.com
10299,1161.0,P962,Groceries,South,Chennai,Low,Completed,3,2499.25,2499.25,7497.75,2025-07-03,User_299,user299@example.com
10300,1287.0,P617,Books,North,Chandigarh,Medium,Pending,3,1056.13,1056.13,3168.39,2025-12-17,User_300,user300@example.com
10301,1015.0,P914,Furniture,West,Pune,Medium,Completed,8,2494.63,2494.63,19957.04,2025-05-21,User_301,user301@example.com
10302,1380.0,P891,Groceries,South,Chennai,Low,Cancelled,5,924.22,924.22,4621.1,2025-02-27,User_302,user302@example.com
10303,1421.0,P874,Electronics,North,Chandigarh,Low,Pending,9,4134.09,4134.09,37206.81,2025-10-07,User_303,user303@example.com
10304,1126.0,P404,Electronics,South,Bengaluru,Medium,Pending,2,3706.34,3706.34,7412.68,2025-06-28,User_304,user304@example.com
10305,1415.0,P855,Sports,North,Chandigarh,Low,Pending,2,3900.6,3900.6,7801.2,2025-12-30,User_305,user305@example.com
10306,1105.0,P924,Electronics,West,Mumbai,Low,Pending,10,782.25,782.25,7822.5,2025-09-30,User_306,user306@example.com
10307,1149.0,P396,Sports,East,Patna,Medium,Cancelled,9,925.05,925.05,8325.45,2025-12-14,User_307,user307@example.com
10308,1443.0,P771,Furniture,North,Delhi,Low,Completed,7,4601.97,4601.97,32213.79,2025-05-08,User_308,user308@example.com
10309,1346.0,P502,Groceries,South,Chennai,High,Cancelled,6,4159.56,4159.56,24957.36,2025-11-20,User_309,user309@example.com
10310,1406.0,P887,Electronics,East,Patna,Medium,Cancelled,7,1938.34,1938.34,13568.38,2025-05-23,User_310,user310@example.com
10311,,P892,Books,East,Bhubaneswar,High,Cancelled,8,1703.72,1703.72,13629.76,2025-08-23,User_311,user311@example.com
10312,1422.0,P316,Groceries,East,Kolkata,Medium,Pending,9,2048.81,2048.81,18439.29,2025-05-26,User_312,user312@example.com
10313,1403.0,P451,Books,East,Patna,High,Completed,10,739.91,739.91,7399.1,2025-02-20,User_313,user313@example.com
10314,1233.0,P100,Groceries,West,Mumbai,High,Cancelled,2,4654.22,4654.22,9308.44,2025-03-09,User_314,user314@example.com
10315,1042.0,P480,Books,East,Kolkata,Low,Completed,5,557.37,557.37,2786.85,2025-01-27,User_315,user315@example.com
10316,1219.0,P771,Electronics,West,Ahmedabad,Low,Completed,5,3657.34,3657.34,18286.7,2025-01-01,User_316,user316@example.com
10317,1348.0,P555,Electronics,South,Bengaluru,High,Cancelled,2,750.23,750.23,1500.46,2025-06-25,User_317,user317@example.com
10318,1045.0,P848,Electronics,North,Chandigarh,High,Pending,3,2440.73,2440.73,7322.19,2025-07-08,User_318,user318@example.com
10319,1068.0,P756,Books,East,Kolkata,High,Completed,7,3889.96,3889.96,27229.72,2025-09-29,User_319,user319@example.com
10320,1321.0,P866,Furniture,North,Lucknow,Medium,Cancelled,3,2256.49,2256.49,6769.47,2025-12-18,User_320,user320@example.com
10321,1063.0,P703,Books,West,Mumbai,Medium,Pending,2,4493.31,4493.31,8986.62,2025-08-08,User_321,user321@example.com
10322,1283.0,P715,Sports,East,Kolkata,Low,Cancelled,4,1457.14,1457.14,5828.56,2025-05-26,User_322,user322@example.com
10323,1096.0,P865,Groceries,North,Lucknow,Medium,Cancelled,5,1106.68,1106.68,5533.4,2025-01-28,User_323,user323@example.com
10324,1304.0,P172,Sports,South,Bengaluru,High,Pending,7,652.44,652.44,4567.08,2025-06-12,User_324,user324@example.com
10325,1088.0,P881,Groceries,South,Bengaluru,High,Completed,10,2162.23,2162.23,21622.3,2025-10-28,User_325,user325@example.com
10326,1485.0,P908,Groceries,North,Delhi,Low,Pending,5,1157.14,1157.14,5785.7,2025-11-18,User_326,user326@example.com
10327,1315.0,P256,Clothing,West,Pune,High,Pending,7,503.9,503.9,3527.3,2025-02-10,User_327,user327@example.com
10328,1390.0,P954,Books,South,Hyderabad,Low,Cancelled,9,1701.08,1701.08,15309.72,2025-02-03,User_328,user328@example.com
10329,1029.0,P350,Electronics,East,Patna,Medium,Completed,7,3676.8,3676.8,25737.6,2025-08-21,User_329,user329@example.com
10330,1359.0,P111,Furniture,North,Chandigarh,Medium,Pending,3,685.27,685.27,2055.81,2025-09-25,User_330,user330@example.com
10331,1137.0,P850,Electronics,East,Kolkata,High,Pending,6,721.96,721.96,4331.76,2025-08-08,User_331,user331@example.com
10332,1321.0,P178,Groceries,East,Patna,Medium,Cancelled,2,1388.45,1388.45,2776.9,2025-07-04,User_332,user332@example.com
10333,1395.0,P205,Sports,North,Chandigarh,Low,Cancelled,10,917.72,917.72,9177.2,2025-03-01,User_333,user333@example.com
10334,1006.0,P350,Electronics,South,Chennai,Medium,Pending,9,112.59,112.59,1013.31,2025-07-16,User_334,user334@example.com
10335,1379.0,P771,Groceries,South,Hyderabad,High,Pending,1,2809.04,2809.04,2809.04,2025-05-08,User_335,user335@example.com
10336,1190.0,P222,Sports,West,Ahmedabad,Low,Completed,6,1429.16,1429.16,8574.96,2025-04-02,User_336,user336@example.com
10337,1238.0,P986,Clothing,South,Chennai,Medium,Pending,1,4774.99,4774.99,4774.99,2025-02-14,User_337,user337@example.com
10338,1155.0,P857,Sports,West,Mumbai,High,Pending,6,1083.29,1083.29,6499.74,2025-07-08,User_338,user338@example.com
10339,1003.0,P519,Electronics,West,Mumbai,High,Cancelled,9,3826.36,3826.36,34437.24,2025-06-27,User_339,user339@example.com
10340,1377.0,P844,Clothing,North,Chandigarh,High,Completed,1,3818.75,3818.75,3818.75,2025-09-29,User_340,user340@example.com
10341,1072.0,P828,Clothing,South,Bengaluru,High,Completed,8,4809.81,4809.81,38478.48,2025-04-29,User_341,user341@example.com
10342,1297.0,P197,Sports,West,Ahmedabad,High,Cancelled,6,2346.44,2346.44,14078.64,2025-07-21,User_342,user342@example.com
10343,1066.0,P342,Clothing,North,Lucknow,Medium,Pending,10,405.19,405.19,4051.9,2025-07-21,User_343,user343@example.com
10344,1103.0,P239,Sports,East,Bhubaneswar,High,Completed,8,1432.58,1432.58,11460.64,2025-02-24,User_344,user344@example.com
10345,1183.0,P888,Furniture,South,Bengaluru,Medium,Pending,8,1638.76,1638.76,13110.08,2025-08-26,User_345,user345@example.com
10346,1423.0,P821,Books,East,Kolkata,Low,Completed,2,872.32,872.32,1744.64,2025-04-21,User_346,user346@example.com
10347,1202.0,P625,Electronics,East,Kolkata,Low,Pending,2,3584.67,3584.67,7169.34,2025-05-14,User_347,user347@example.com
10348,1281.0,P355,Electronics,South,Hyderabad,Medium,Completed,7,4287.55,4287.55,30012.85,2025-03-13,User_348,user348@example.com
10349,1066.0,P302,Groceries,North,Delhi,Medium,Cancelled,1,4168.82,4168.82,4168.82,2025-11-19,User_349,user349@example.com
10350,1011.0,P166,Furniture,North,Lucknow,Low,Pending,10,1368.22,1368.22,13682.2,2025-03-07,User_350,user350@example.com
10351,1086.0,P687,Groceries,North,Chandigarh,Low,Pending,2,309.21,309.21,618.42,2025-09-12,User_351,user351@example.com
10352,1095.0,P381,Clothing,North,Chandigarh,Medium,Completed,7,946.76,946.76,6627.32,2025-01-18,User_352,user352@example.com
10353,1245.0,P162,Electronics,South,Chennai,Medium,Pending,5,2544.57,2544.57,12722.85,2025-03-12,User_353,user353@example.com
10354,1278.0,P913,Electronics,West,Mumbai,Medium,Cancelled,9,1320.82,1320.82,11887.38,2025-07-03,User_354,user354@example.com
10355,1164.0,P497,Clothing,West,Ahmedabad,High,Completed,8,1785.77,1785.77,14286.16,2025-06-13,User_355,user355@example.com
10356,1271.0,P466,Sports,South,Hyderabad,High,Completed,5,387.1,387.1,1935.5,2025-02-21,User_356,user356@example.com
10357,1469.0,P854,Electronics,South,Chennai,High,Cancelled,4,1405.98,1405.98,5623.92,2025-07-18,User_357,user357@example.com
10358,1377.0,P814,Clothing,East,Kolkata,Low,Completed,3,1259.1,1259.1,3777.3,2025-12-27,User_358,user358@example.com
10359,1428.0,P929,Groceries,East,Patna,Low,Pending,10,796.3,796.3,7963.0,2025-03-31,User_359,user359@example.com
10360,1010.0,P639,Groceries,West,Mumbai,High,Pending,2,375.22,375.22,750.44,2025-11-11,User_360,user360@example.com
10361,1432.0,P989,Clothing,South,Hyderabad,High,Completed,6,3612.99,3612.99,21677.94,2025-03-17,User_361,user361@example.com
10362,1191.0,P821,Books,South,Hyderabad,Medium,Cancelled,9,4317.28,4317.28,38855.52,2025-02-21,User_362,user362@example.com
10363,1485.0,P547,Books,East,Bhubaneswar,Medium,Cancelled,6,768.61,768.61,4611.66,2025-06-12,User_363,user363@example.com
10364,1402.0,P465,Furniture,South,Chennai,Low,Cancelled,9,3498.45,3498.45,31486.05,2025-03-31,User_364,user364@example.com
10365,1485.0,P818,Sports,West,Pune,Medium,Cancelled,5,724.01,724.01,3620.05,2025-01-17,User_365,user365@example.com
10366,1113.0,P754,Sports,South,Chennai,High,Pending,6,4613.09,4613.09,27678.54,2025-03-14,User_366,user366@example.com
10367,1085.0,P751,Electronics,East,Patna,Low,Cancelled,2,1266.18,1266.18,2532.36,2025-11-24,User_367,user367@example.com
10368,1034.0,P458,Clothing,East,Bhubaneswar,High,Cancelled,1,1399.54,1399.54,1399.54,2025-01-01,User_368,user368@example.com
10369,1452.0,P523,Groceries,North,Chandigarh,Medium,Pending,8,3689.66,3689.66,29517.28,2025-10-07,User_369,user369@example.com
10370,1388.0,P803,Furniture,West,Mumbai,High,Pending,8,3964.78,3964.78,31718.24,2025-02-07,User_370,user370@example.com
10371,1037.0,P450,Furniture,North,Chandigarh,Medium,Completed,1,1661.71,1661.71,1661.71,2025-02-08,User_371,user371@example.com
10372,1360.0,P131,Groceries,North,Chandigarh,Low,Completed,10,4927.85,4927.85,49278.5,2025-11-07,User_372,user372@example.com
10373,1097.0,P519,Books,West,Mumbai,Low,Cancelled,1,596.16,596.16,596.16,2025-10-04,User_373,user373@example.com
10374,1201.0,P685,Sports,East,Patna,Medium,Completed,5,1557.26,1557.26,7786.3,2025-01-28,User_374,user374@example.com
10375,1320.0,P714,Groceries,East,Kolkata,High,Completed,7,529.38,529.38,3705.66,2025-01-14,User_375,user375@example.com
10376,1059.0,P415,Groceries,South,Hyderabad,Medium,Pending,5,4887.58,4887.58,24437.9,2025-12-05,User_376,user376@example.com
10377,1195.0,P478,Furniture,East,Kolkata,Medium,Completed,9,1998.88,1998.88,17989.92,2025-05-15,User_377,user377@example.com
10378,1031.0,P254,Books,West,Pune,Low,Completed,5,1208.59,1208.59,6042.95,2025-02-13,User_378,user378@example.com
10379,1283.0,P162,Groceries,East,Patna,Low,Pending,7,4856.46,4856.46,33995.22,2025-10-02,User_379,user379@example.com
10380,1462.0,P974,Books,West,Ahmedabad,High,Cancelled,4,2433.69,2433.69,9734.76,2025-10-20,User_380,user380@example.com
10381,1497.0,P316,Furniture,South,Hyderabad,High,Completed,8,947.11,947.11,7576.88,2025-08-05,User_381,user381@example.com
10382,1075.0,P954,Sports,North,Lucknow,Medium,Pending,7,1089.4,1089.4,7625.8,2025-02-04,User_382,user382@example.com
10383,1141.0,P632,Groceries,North,Chandigarh,High,Cancelled,9,2047.04,2047.04,18423.36,2025-11-16,User_383,user383@example.com
10384,1298.0,P876,Electronics,West,Mumbai,High,Cancelled,7,833.25,833.25,5832.75,2025-02-21,User_384,user384@example.com
10385,1335.0,P597,Sports,East,Patna,Low,Pending,6,4401.68,4401.68,26410.08,2025-01-20,User_385,user385@example.com
10386,1355.0,P511,Electronics,South,Bengaluru,Medium,Pending,7,804.88,804.88,5634.16,2025-12-20,User_386,user386@example.com
10387,1010.0,P445,Clothing,South,Hyderabad,Medium,Pending,8,4612.09,4612.09,36896.72,2025-09-09,User_387,user387@example.com
10388,1396.0,P945,Clothing,North,Delhi,Medium,Cancelled,3,1572.35,1572.35,4717.05,2025-08-02,User_388,user388@example.com
10389,1379.0,P596,Sports,North,Delhi,Medium,Completed,8,1135.81,1135.81,9086.48,2025-09-21,User_389,user389@example.com
10390,1399.0,P971,Sports,South,Hyderabad,Low,Completed,5,3576.89,3576.89,17884.45,2025-03-30,User_390,user390@example.com
10391,1470.0,P469,Books,South,Hyderabad,High,Pending,1,1322.5,1322.5,1322.5,2025-07-08,User_391,user391@example.com
10392,1015.0,P347,Clothing,West,Ahmedabad,Medium,Cancelled,7,3213.51,3213.51,22494.57,2025-08-17,User_392,user392@example.com
10393,1428.0,P364,Books,South,Bengaluru,Low,Completed,10,2801.54,2801.54,28015.4,2025-05-26,User_393,user393@example.com
10394,1494.0,P319,Furniture,North,Chandigarh,Low,Completed,1,898.25,898.25,898.25,2025-12-13,User_394,user394@example.com
10395,1495.0,P885,Books,South,Bengaluru,High,Pending,7,2615.08,2615.08,18305.56,2025-03-09,User_395,user395@example.com
10396,1482.0,P412,Books,South,Chennai,Low,Cancelled,1,1196.47,1196.47,1196.47,2025-05-21,User_396,user396@example.com
10397,1154.0,P793,Sports,West,Pune,Low,Pending,6,2349.09,2349.09,14094.54,2025-10-27,User_397,user397@example.com
10398,1429.0,P483,Sports,North,Delhi,Low,Cancelled,9,4997.2,4997.2,44974.8,2025-11-08,User_398,user398@example.com
10399,1141.0,P755,Clothing,East,Bhubaneswar,Medium,Pending,2,2460.52,2460.52,4921.04,2025-12-02,User_399,user399@example.com
10400,1029.0,P924,Sports,East,Kolkata,Medium,Cancelled,3,2634.74,2634.74,7904.22,2025-06-13,User_400,user400@example.com
10401,1132.0,P528,Groceries,South,Chennai,Medium,Cancelled,1,3311.46,3311.46,3311.46,2025-01-19,User_401,user401@example.com
10402,1243.0,P787,Clothing,South,Bengaluru,Low,Pending,4,3462.96,3462.96,13851.84,2025-03-29,User_402,user402@example.com
10403,1371.0,P927,Sports,South,Bengaluru,High,Cancelled,2,2406.83,2406.83,4813.66,2025-06-21,User_403,user403@example.com
10404,1215.0,P907,Clothing,North,Delhi,Medium,Pending,6,1194.31,1194.31,7165.86,2025-10-27,User_404,user404@example.com
10405,1298.0,P694,Sports,East,Bhubaneswar,High,Pending,2,2405.63,2405.63,4811.26,2025-04-10,User_405,user405@example.com
10406,1445.0,P974,Furniture,North,Lucknow,High,Completed,7,2696.21,2696.21,18873.47,2025-06-25,User_406,user406@example.com
10407,1092.0,P897,Electronics,West,Ahmedabad,Medium,Pending,8,801.8,801.8,6414.4,2025-11-20,User_407,user407@example.com
10408,1389.0,P892,Furniture,South,Bengaluru,Low,Completed,1,123.1,123.1,123.1,2025-09-08,User_408,user408@example.com
10409,1219.0,P588,Groceries,North,Delhi,High,Completed,10,2225.19,2225.19,22251.9,2025-10-01,User_409,user409@example.com
10410,1387.0,P953,Sports,South,Chennai,High,Completed,6,4755.34,4755.34,28532.04,2025-12-13,User_410,user410@example.com
10411,1159.0,P232,Electronics,North,Lucknow,Medium,Cancelled,4,1208.7,1208.7,4834.8,2025-10-29,User_411,user411@example.com
10412,1148.0,P566,Books,East,Kolkata,Low,Cancelled,2,4136.83,4136.83,8273.66,2025-09-26,User_412,user412@example.com
10413,1183.0,P868,Furniture,East,Bhubaneswar,High,Pending,3,1779.39,1779.39,5338.17,2025-01-10,User_413,user413@example.com
10414,,P616,Furniture,South,Hyderabad,High,Pending,3,1134.83,1134.83,3404.49,2025-12-31,User_414,user414@example.com
10415,1304.0,P149,Books,North,Chandigarh,High,Cancelled,5,3879.12,3879.12,19395.6,2025-01-11,User_415,user415@example.com
10416,1280.0,P358,Groceries,North,Lucknow,Low,Completed,2,2142.2,2142.2,4284.4,2025-04-16,User_416,user416@example.com
10417,1138.0,P737,Sports,North,Chandigarh,Low,Completed,7,3342.16,3342.16,23395.12,2025-08-03,User_417,user417@example.com
10418,1054.0,P609,Furniture,North,Lucknow,Low,Completed,10,676.9,676.9,6769.0,2025-05-15,User_418,user418@example.com
10419,1254.0,P312,Books,South,Bengaluru,Medium,Pending,7,1547.22,1547.22,10830.54,2025-05-01,User_419,user419@example.com
10420,1342.0,P605,Furniture,North,Delhi,High,Cancelled,2,4543.71,4543.71,9087.42,2025-02-08,User_420,user420@example.com
10421,1135.0,P575,Electronics,North,Chandigarh,High,Completed,4,2338.08,2338.08,9352.32,2025-01-21,User_421,user421@example.com
10422,1435.0,P876,Electronics,East,Bhubaneswar,High,Completed,6,2187.38,2187.38,13124.28,2025-12-06,User_422,user422@example.com
